Unix Time,10_x,10_y
1738543744.8366666,1061.0887821017482,-481.2931441695966
1738543744.8700001,1065.6456556630635,-475.6144958402785
1738543744.9033334,1070.7916665553566,-470.8514286415487
1738543744.9366667,1076.4335672791735,-466.89248090973973
1738543744.97,1082.4507617291265,-463.638370829931
1738543745.0033333,1088.7085679831844,-461.0098681841345
1738543745.0366666,1095.0729584978126,-458.9494202075651
1738543745.07,1101.4198881423472,-457.41924704894393
1738543745.1033335,1107.6396456584428,-456.39721074093086
1738543745.1366668,1113.6403100730647,-455.86943729898786
1738543745.17,1119.3497907662775,-455.821938714791
1738543745.2033334,1124.7149814022102,-456.23534249663203
1738543745.2366667,1129.698352320703,-457.0828527247928
1738543745.27,1134.2733695964982,-458.32924033200084
1738543745.3033333,1138.4224790805056,-459.9293144075535
1738543745.3366666,1142.1390819084063,-461.8259447952641
1738543745.3700001,1145.4294156741296,-463.9506546007195
1738543745.4033334,1148.3111493131205,-466.2300965667793
1738543745.4366667,1150.808863917987,-468.59698493950907
1738543745.47,1152.9488602898598,-470.9988432887627
1738543745.5033333,1154.7573684494084,-473.3999323610859
1738543745.5366666,1156.2623840511103,-475.778975177351
1738543745.57,1157.495143582664,-478.126686486192
1738543745.6033335,1158.4896265097311,-480.44301325253616
1738543745.6366668,1159.2808474978365,-482.7336036737396
1738543745.67,1159.9017825258363,-485.007109774532
1738543745.7033334,1160.3795956468914,-487.2738642728604
1738543745.7366667,1160.7333935594147,-489.54445188743364
1738543745.77,1160.9742807763641,-491.82769873728205
1738543745.8033333,1161.107403493898,-494.129159303414
1738543745.8366666,1161.135866970524,-496.4503597412514
1738543745.8700001,1161.0648652877774,-498.7886044097686
1738543745.9033334,1160.904183112008,-501.1374343410053
1738543745.9366667,1160.6685077887225,-503.4876509507979
1738543745.97,1160.3753493334953,-505.82859630113325
1738543746.0033333,1160.0422804480538,-508.14860845080756
1738543746.0366666,1159.6861189865554,-510.4343062001079
1738543746.07,1159.3242939058093,-512.6696418387533
1738543746.1033335,1158.9769878174347,-514.8348404602897
1738543746.1366668,1158.6687388231264,-516.9052124512012
1738543746.17,1158.4287285520754,-518.8512516356379
1738543746.2033334,1158.2893421561491,-520.6413483823438
1738543746.2366667,1158.283127725705,-522.245708401075
1738543746.27,1158.4396506121072,-523.6387439275719
1738543746.3033333,1158.78401247051,-524.7995813159788
1738543746.3366666,1159.3370702622767,-525.7120614562397
1738543746.3700001,1160.1158417677634,-526.3649601253272
1738543746.4033334,1161.1326837794154,-526.7524596047323
1738543746.4366667,1162.3927529817872,-526.8752133171379
1738543746.47,1163.8907345305236,-526.7422425868349
1738543746.5033333,1165.6089362860123,-526.3728387676441
1738543746.5366666,1167.517767595934,-525.7976733973338
1738543746.57,1169.5784536711371,-525.0574303741748
1738543746.6033335,1171.7470340174973,-524.1962476948631
1738543746.6366668,1173.9777034055248,-523.2529157013629
1738543746.67,1176.2257609694293,-522.256846618724
1738543746.7033334,1178.4517182120655,-521.2294299451321
1738543746.7366667,1180.6242698027368,-520.1869171045082
1738543746.77,1182.7187238167478,-519.1435553434117
1738543746.8033333,1184.7126928389998,-518.1144785136528
1738543746.8366666,1186.5844976898054,-517.116448059892
1738543746.8700001,1188.3158847819288,-516.1660478856551
1738543746.9033334,1189.895436207231,-515.277727266298
1738543746.9366667,1191.319959430649,-514.463308600541
1738543746.97,1192.5938775262055,-513.7322916713202
1738543747.0033333,1193.7268098117445,-513.092381951998
1738543747.0366666,1194.7289705515323,-512.5501323814054
1738543747.07,1195.605195067464,-512.110355979928
1738543747.1033335,1196.35206335142,-511.77429708667205
1738543747.1366668,1196.9616836056557,-511.5405802371731
1738543747.17,1197.4282035783497,-511.4097111979263
1738543747.2033334,1197.7514763709391,-511.3858139601602
1738543747.2366667,1197.9379800785737,-511.47239800809996
1738543747.27,1198.0010954825054,-511.6664988731977
1738543747.3033333,1197.961186447805,-511.9554005019293
1738543747.3366666,1197.8453653102058,-512.3162229671857
1738543747.3700001,1197.6864461529249,-512.7178974224928
1738543747.4033334,1197.5206680063015,-513.1255710398161
1738543747.4366667,1197.385315816008,-513.5060340575678
1738543747.47,1197.3173604388307,-513.8318065546532
1738543747.5033333,1197.35249711596,-514.0832136821623
1738543747.5366666,1197.523962097947,-514.249461876704
1738543747.57,1197.8600522307568,-514.3283873588115
1738543747.6033335,1198.3780886927793,-514.3224731043474
1738543747.6366668,1199.076239760403,-514.2322405733483
1738543747.67,1199.9278439992925,-514.0521426022984
1738543747.7033334,1200.8790666279176,-513.7699213514799
1738543747.7366667,1201.8480215912944,-513.3663312764656
1738543747.77,1202.7246416748542,-512.8139243673517
1738543747.8033333,1203.372737852569,-512.0763548869238
1738543747.8366666,1203.638761917761,-511.1101796744137
1738543747.8700001,1203.3668891252114,-509.8679420147579
1738543747.9033334,1202.4114629466899,-508.3009736193158
1738543747.9366667,1200.6420607209868,-506.36383491963284
1738543747.97,1197.9457607934917,-504.0204385980591
1738543748.0033333,1194.231347759653,-501.2484157877078
1738543748.0366666,1189.4348485359344,-498.04119628996887
1738543748.07,1183.5240095331646,-494.41123048028163
1738543748.1033335,1176.5022015142483,-490.3952777274946
1738543748.1366668,1168.415197323811,-486.0590321846429
1738543748.17,1159.364744409382,-481.50055209845243
1738543748.2033334,1149.529836180366,-476.85492343637964
1738543748.2366667,1139.189148309362,-472.29529460793094
1738543748.27,1128.7327378183093,-468.01830370604347
1738543748.3033333,1118.657782238069,-464.218607743614
1738543748.3366666,1109.5436663736086,-461.0697713605827
1738543748.3700001,1101.995495288654,-458.71229755629753
1738543748.4033334,1096.5671289201732,-457.2425706050399
1738543748.4366667,1093.6931063765207,-456.7055133735588
1738543748.47,1093.6397013309195,-457.09315740935654
1738543748.5033333,1096.4699152463143,-458.3473922343093
1738543748.5366666,1102.0236615283086,-460.3655340017035
1738543748.57,1109.9321634476485,-463.00836395857056
1738543748.6033335,1119.6819641811694,-466.11142418001253
1738543748.6366668,1130.6989152072538,-469.49877893187033
1738543748.67,1142.4127056727134,-472.9971699279641
1738543748.7033334,1154.3039973117795,-476.4513984734203
1738543748.7366667,1165.9386183579666,-479.7384665446687
1738543748.77,1176.9776255707218,-482.77239243579584
1738543748.8033333,1187.1729490814812,-485.49801459914477
1738543748.8366666,1196.363104696085,-487.8813244952225
1738543748.8700001,1204.4645203730936,-489.90353794180896
1738543748.9033334,1211.4566042671486,-491.5595262306256
1738543748.9366667,1217.3670465606474,-492.8572134278897
1738543748.97,1222.259514462701,-493.81621168749916
1738543749.0033333,1226.22195955485,-494.4659549817971
1738543749.0366666,1229.355516113824,-494.8431575112556
1738543749.07,1231.7656598266208,-494.98877059578155
1738543749.1033335,1233.5554380833125,-494.9454217557063
1738543749.1366668,1234.8199319346952,-494.7553500471412
1738543749.17,1235.6433096844505,-494.4587564451709
1738543749.2033334,1236.0995705653856,-494.0931290219617
1738543749.2366667,1236.2549831648105,-493.6926872220561
1738543749.27,1236.1692348052147,-493.28732350312583
1738543749.3033333,1235.8950698673882,-492.902166254855
1738543749.3366666,1235.4783141965263,-492.557660306223
1738543749.3700001,1234.9584571373439,-492.2692922552715
1738543749.4033334,1234.3687860206117,-492.047378546597
1738543749.4366667,1233.7361789032327,-491.8972980833766
1738543749.47,1233.0807653201337,-491.82014900600694
1738543749.5033333,1232.415494419277,-491.81427606665653
1738543749.5366666,1231.7459376596978,-491.87748193620274
1738543749.57,1231.070392498802,-492.0084592871482
1738543749.6033335,1230.3803676048542,-492.2068059440881
1738543749.6366668,1229.662184559589,-492.4720374537575
1738543749.67,1228.8999856081239,-492.8011412520264
1738543749.7033334,1228.0791645669078,-493.18463000398566
1738543749.7366667,1227.189424870773,-493.6033001951824
1738543749.77,1226.2275818040434,-494.0282343045473
1738543749.8033333,1225.1999432536634,-494.42477040554627
1738543749.8366666,1224.1229916772036,-494.75939360442925
1738543749.8700001,1223.0216221904157,-495.0064072573883
1738543749.9033334,1221.925455401458,-495.1506450408615
1738543749.9366667,1220.8636375598294,-495.185722309278
1738543749.97,1219.8600885827718,-495.11083227241807
1738543750.0033333,1218.9319826398323,-494.9293513435311
1738543750.0366666,1218.0900433647232,-494.6493023518734
1738543750.07,1217.3383320186706,-494.2838382889824
1738543750.1033335,1216.6760702776407,-493.8526455968228
1738543750.1366668,1216.100023705919,-493.384834792506
1738543750.17,1215.6001239620257,-492.918015099595
1738543750.2033334,1215.1535566421476,-492.48901295418426
1738543750.2366667,1214.7299691671465,-492.1232623822702
1738543750.27,1214.3043606253643,-491.8326892568843
1738543750.3033333,1213.8637900671638,-491.61920490085373
1738543750.3366666,1213.4029122238087,-491.4769645238903
1738543750.3700001,1212.9169726208142,-491.39425394413604
1738543750.4033334,1212.4005156494752,-491.3567071784782
1738543750.4366667,1211.8472404230629,-491.34963252919687
1738543750.47,1211.2487273510087,-491.35874082843344
1738543750.5033333,1210.598546493268,-491.37186621370427
1738543750.5366666,1209.9001128640436,-491.3820717088929
1738543750.57,1209.1700572798322,-491.3892318719188
1738543750.6033335,1208.434540392761,-491.3984572492226
1738543750.6366668,1207.7232397843284,-491.41728422100465
1738543750.67,1207.0668218330002,-491.4543684330993
1738543750.7033334,1206.4974768264408,-491.5194853489018
1738543750.7366667,1206.049070895434,-491.6232195214566
1738543750.77,1205.753465745454,-491.77531714663
1738543750.8033333,1205.6324860896627,-491.9819573842527
1738543750.8366666,1205.693259139143,-492.244396970365
1738543750.8700001,1205.9310977506927,-492.56002979488795
1738543750.9033334,1206.3312166413398,-492.92315828395743
1738543750.9366667,1206.864713428212,-493.3240166924748
1738543750.97,1207.4872666012182,-493.7483462421061
1738543751.0033333,1208.1434450702307,-494.17859400004846
1738543751.0366666,1208.7692989479021,-494.5948861218768
1738543751.07,1209.2926966571924,-494.9753054482799
1738543751.1033335,1209.6366576871171,-495.296747428072
1738543751.1366668,1209.7253609946547,-495.5366708639759
1738543751.17,1209.4905941044478,-495.67537506481796
1738543751.2033334,1208.8779610078338,-495.6981588310749
1738543751.2366667,1207.8515117435718,-495.59652824185326
1738543751.27,1206.3962547383849,-495.3685265227198
1738543751.3033333,1204.518894183215,-495.0185225552924
1738543751.3366666,1202.2481021942413,-494.55669084110025
1738543751.3700001,1199.6370578344545,-493.9991357984864
1738543751.4033334,1196.767462425879,-493.36868616465034
1738543751.4366667,1193.7521779810008,-492.6954121432581
1738543751.47,1190.7396211880275,-492.01778112466013
1738543751.5033333,1187.9209695203233,-491.384529415827
1738543751.5366666,1185.5269791595606,-490.8531006648308
1738543751.57,1183.8010495661267,-490.4818576831102
1738543751.6033335,1182.9504898559862,-490.3189830935008
1738543751.6366668,1183.0913913454663,-490.3929074707993
1738543751.67,1184.2192429353877,-490.70820688204395
1738543751.7033334,1186.229891757817,-491.2486113411832
1738543751.7366667,1188.967867333265,-491.9837262770941
1738543751.77,1192.261410010812,-492.87423014341977
1738543751.8033333,1195.9377924774212,-493.87496183570863
1738543751.8366666,1199.8324327721054,-494.9379849851474
1738543751.8700001,1203.7968858712798,-496.01662944931996
1738543751.9033334,1207.7063934159657,-497.07114872735093
1738543751.9366667,1211.464437076815,-498.07365376140933
1738543751.97,1215.000325019176,-499.00836927495527
1738543752.0033333,1218.2634798022575,-499.867998960166
1738543752.0366666,1221.2196045888609,-500.64984867712303
1738543752.07,1223.8483725789895,-501.3535102232939
1738543752.1033335,1226.1407870796597,-501.9799301654166
1738543752.1366668,1228.09643750069,-502.531133324995
1738543752.17,1229.721769691368,-503.01014176765443
1738543752.2033334,1231.0294646223472,-503.4210396651998
1738543752.2366667,1232.0383643489827,-503.7694068529034
1738543752.27,1232.7732799708983,-504.0625178420658
1738543752.3033333,1233.264370446772,-504.30833429950843
1738543752.3366666,1233.546318974874,-504.5140098901088
1738543752.3700001,1233.6569743208106,-504.6850830846469
1738543752.4033334,1233.6349331348556,-504.8252989975945
1738543752.4366667,1233.516815355559,-504.93709537314055
1738543752.47,1233.335166664487,-505.0227906906158
1738543752.5033333,1233.1171015749728,-505.0855075697892
1738543752.5366666,1232.8838994833154,-505.1293227194216
1738543752.57,1232.6513181122461,-505.1590490009093
1738543752.6033335,1232.4296673534423,-505.17968761794043
1738543752.6366668,1232.223429644439,-505.1956330850719
1738543752.67,1232.031139237138,-505.21026258777346
1738543752.7033334,1231.846060810694,-505.22581004101295
1738543752.7366667,1231.6579441709496,-505.24306080434127
1738543752.77,1231.4558664729661,-505.26150359055026
1738543752.8033333,1231.2309895173496,-505.2803039437008
1738543752.8366666,1230.9779695528546,-505.2993672197561
1738543752.8700001,1230.6950354639516,-505.3200340896203
1738543752.9033334,1230.3831117570169,-505.34540807043874
1738543752.9366667,1230.0444482306843,-505.3803121480396
1738543752.97,1229.6815794921185,-505.4307769595099
1738543753.0033333,1229.296976999933,-505.50309737674155
1738543753.0366666,1228.8929314533982,-505.6029957242369
1738543753.07,1228.4714777890358,-505.73533773016743
1738543753.1033335,1228.0346329286706,-505.9041157732242
1738543753.1366668,1227.5849420740492,-506.1122323705426
1738543753.17,1227.1264205914433,-506.3611220808741
1738543753.2033334,1226.6656110547922,-506.65034379698926
1738543753.2366667,1226.2117399186297,-506.9769579959253
1738543753.27,1225.775686351741,-507.3349192019964
1738543753.3033333,1225.368295311282,-507.71513059481606
1738543753.3366666,1224.99874737929,-508.1062640259807
1738543753.3700001,1224.6736978948838,-508.4959963463828
1738543753.4033334,1224.3969852705222,-508.8722711388055
1738543753.4366667,1224.1696212407808,-509.2241053538613
1738543753.47,1223.990513131088,-509.5416432995115
1738543753.5033333,1223.8578239518306,-509.81557088807136
1738543753.5366666,1223.7703305230452,-510.03627601115727
1738543753.57,1223.7281412899695,-510.1930943463019
1738543753.6033335,1223.7325009737704,-510.27370585439024
1738543753.6366668,1223.7853226367745,-510.2637491342132
1738543753.67,1223.8889942749172,-510.1468610917463
1738543753.7033334,1224.046273362652,-509.905124166108
1738543753.7366667,1224.2600817624898,-509.5195408068881
1738543753.77,1224.533378844605,-508.9703409344012
1738543753.8033333,1224.8693817790038,-508.2375709862802
1738543753.8366666,1225.271852464611,-507.3023686299965
1738543753.8700001,1225.7448039339351,-506.1484117664311
1738543753.9033334,1226.2913446325203,-504.7626620917267
1738543753.9366667,1226.911928409683,-503.1354343573203
1738543753.97,1227.602646460533,-501.26073185866716
1738543754.0033333,1228.354111086568,-499.13732430541756
1738543754.0366666,1229.1513060529903,-496.76984661359097
1738543754.07,1229.9744220164755,-494.16909632003365
1738543754.1033335,1230.800247952495,-491.3516117944014
1738543754.1366668,1231.603698326156,-488.3389223948155
1738543754.17,1232.3593368021566,-485.15726264022646
1738543754.2033334,1233.0434930671324,-481.8389898473139
1738543754.2366667,1233.637111871901,-478.42519505860565
1738543754.27,1234.1276389517961,-474.96683338318763
1738543754.3033333,1234.509155556799,-471.5227824377867
1738543754.3366666,1234.7826162566325,-468.1562412900773
1738543754.3700001,1234.9572080015932,-464.93173784502403
1738543754.4033334,1235.0508139334613,-461.9131275404492
1738543754.4366667,1232.5254069667308,-457.4565637702246
1738543754.47,1230.0,-453.0
1738543754.5033333,1230.2778420531067,-453.9140925755005
1738543754.5366666,1230.5556841062134,-454.828185151001
1738543754.57,1230.8335261593202,-455.7422777265014
1738543754.6033335,1231.111368212427,-456.6563703020019
1738543754.6366668,1231.3892102655336,-457.5704628775024
1738543754.67,1231.6670523186406,-458.4845554530029
1738543754.7033334,1231.9448943717473,-459.3986480285034
1738543754.7366667,1232.222736424854,-460.3127406040038
1738543754.77,1232.5005784779607,-461.2268331795043
1738543754.8033333,1232.7784205310675,-462.1409257550048
1738543754.8366666,1232.552251130665,-462.9035990628808
1738543754.8700001,1232.3153462237797,-463.7576494415981
1738543754.9033334,1232.069974621341,-464.7135979889962
1738543754.9366667,1231.8184688519266,-465.78392572562666
1738543754.97,1231.563518896597,-466.9815611647809
1738543755.0033333,1231.309118150929,-468.3179611138634
1738543755.0366666,1231.0611487814722,-469.8008070973002
1738543755.07,1230.8275065945725,-471.4318921256182
1738543755.1033335,1230.6182113835614,-473.20550517702577
1738543755.1366668,1230.4440230021844,-475.10731146798156
1738543755.17,1230.311074066413,-477.114198327122
1738543755.2033334,1230.2130592611343,-479.1957554092339
1738543755.2366667,1230.1278404786335,-481.31697535567906
1738543755.27,1230.0232421581657,-483.44122497760765
1738543755.3033333,1229.867864730365,-485.5333236208616
1738543755.3366666,1229.638732137181,-487.56229389795163
1738543755.3700001,1229.3234478910115,-489.5027068561652
1738543755.4033334,1228.9200139121156,-491.33440620304197
1738543755.4366667,1228.4364413526218,-493.0417139183741
1738543755.47,1227.8887849728421,-494.61320979429286
1738543755.5033333,1227.2965806907232,-496.0418869410917
1738543755.5366666,1226.6791369590642,-497.3245614735247
1738543755.57,1226.0547502803288,-498.4604133619021
1738543755.6033335,1225.4399709844035,-499.4501760748046
1738543755.6366668,1224.8475115505976,-500.2964807342456
1738543755.67,1224.2853296057933,-501.0043921148488
1738543755.7033334,1223.7579598472726,-501.5815359838814
1738543755.7366667,1223.267241109908,-502.0374874696741
1738543755.77,1222.81306961523,-502.38322979667083
1738543755.8033333,1222.3971940502151,-502.63167187958607
1738543755.8366666,1222.0262968860332,-502.79796738526477
1738543755.8700001,1221.7096882837945,-502.8981455192613
1738543755.9033334,1221.4542557079196,-502.94662013229265
1738543755.9366667,1221.2617808036368,-502.9542412993693
1738543755.97,1221.130076940688,-502.9279613053519
1738543756.0033333,1221.0562040621205,-502.8719569088131
1738543756.0366666,1221.0384674528445,-502.7890035293452
1738543756.07,1221.0757399873582,-502.6809936905504
1738543756.1033335,1221.1669487712632,-502.54873106567015
1738543756.1366668,1221.3121931075586,-502.3916372324666
1738543756.17,1221.5133899612927,-502.2077816691058
1738543756.2033334,1221.7736224695986,-501.9944648768591
1738543756.2366667,1222.0961035339353,-501.74912904353533
1738543756.27,1222.4834816016842,-501.4699600285888
1738543756.3033333,1222.9376660708763,-501.1554987183835
1738543756.3366666,1223.4601673178993,-500.80354021575596
1738543756.3700001,1224.053130317209,-500.4109262879577
1738543756.4033334,1224.7197766946513,-499.97441860888694
1738543756.4366667,1225.4628778801894,-499.49064479362784
1738543756.47,1226.2829018189295,-498.95466602849723
1738543756.5033333,1227.1773853825769,-498.35886729396054
1738543756.5366666,1228.1408915800164,-497.69286726332496
1738543756.57,1229.1650073315511,-496.9437307173207
1738543756.6033335,1230.238209394968,-496.0961832345671
1738543756.6366668,1231.3452489418635,-495.13308198769926
1738543756.67,1232.4659863675386,-494.03612624875944
1738543756.7033334,1233.5752629859578,-492.7870234070057
1738543756.7366667,1234.6462284264305,-491.36973993273085
1738543756.77,1235.6557053720348,-489.77350474523274
1738543756.8033333,1236.5871546206374,-487.9954951835056
1738543756.8366666,1237.4300016226537,-486.042949443171
1738543756.8700001,1238.177553786606,-483.9347089282825
1738543756.9033334,1238.8257275743383,-481.7013054950684
1738543756.9366667,1239.373514837778,-479.3829161179098
1738543756.97,1239.8243722853242,-477.02645432446855
1738543757.0033333,1240.186521374344,-474.68327854514655
1738543757.0366666,1240.4710534164426,-472.4069704526402
1738543757.07,1240.6893814381394,-470.2507191355628
1738543757.1033335,1239.5602937605538,-469.8001063985334
1738543757.1366668,1238.4312060829684,-469.3494936615039
1738543757.17,1237.3021184053828,-468.8988809244745
1738543757.2033334,1236.1730307277974,-468.4482681874451
1738543757.2366667,1235.0439430502117,-467.9976554504156
1738543757.27,1233.9148553726263,-467.5470427133862
1738543757.3033333,1232.7857676950407,-467.0964299763568
1738543757.3366666,1231.6566800174553,-466.6458172393273
1738543757.3700001,1230.5275923398697,-466.1952045022979
1738543757.4033334,1229.3985046622843,-465.7445917652684
1738543757.4366667,1228.2694169846986,-465.293979028239
1738543757.47,1227.140329307113,-464.8433662912096
1738543757.5033333,1226.0112416295276,-464.3927535541801
1738543757.5366666,1224.882153951942,-463.9421408171507
1738543757.57,1223.7530662743566,-463.49152808012127
1738543757.6033335,1222.623978596771,-463.0409153430918
1738543757.6366668,1221.4948909191855,-462.5903026060624
1738543757.67,1220.3658032416,-462.13968986903296
1738543757.7033334,1219.2367155640145,-461.6890771320035
1738543757.7366667,1218.1076278864289,-461.2384643949741
1738543757.77,1217.4843293533568,-464.7464995372646
1738543757.8033333,1216.8539757461076,-468.2355378035918
1738543757.8366666,1216.214428345208,-471.6650474585225
1738543757.8700001,1215.5647881378788,-474.99418654815787
1738543757.9033334,1214.907011345082,-478.1819651344489
1738543757.9366667,1214.246626722303,-481.1888848287171
1738543757.97,1213.5916349713707,-483.98013404883983
1738543758.0033333,1212.950953258879,-486.5289487645943
1738543758.0366666,1212.333031340138,-488.81828161235165
1738543758.07,1211.7442571731428,-490.84041818686813
1738543758.1033335,1211.1878691971137,-492.59594688144415
1738543758.1366668,1210.6644620381753,-494.0927847004463
1738543758.17,1210.1741703404437,-495.34480127474205
1738543758.2033334,1209.7188801718175,-496.37011848114105
1738543758.2366667,1209.302360753208,-497.18979236260446
1738543758.27,1208.9288617864484,-497.82698052792784
1738543758.3033333,1208.6023667355132,-498.3059598926209
1738543758.3366666,1208.3268605505814,-498.6506759660751
1738543758.3700001,1208.106505624628,-498.88328103402336
1738543758.4033334,1207.9452604592634,-499.0233480289812
1738543758.4366667,1207.846390857477,-499.08790063668835
1738543758.47,1207.8123239639096,-499.0918095822983
1738543758.5033333,1207.8449304336282,-499.0482011738613
1738543758.5366666,1207.9461382010913,-498.96875715776014
1738543758.57,1208.118232997737,-498.8639257239945
1738543758.6033335,1208.363200960561,-498.74297489183016
1738543758.6366668,1208.6814755683017,-498.61350176829285
1738543758.67,1209.0706353368892,-498.4805630932103
1738543758.7033334,1209.5240526991154,-498.3460079308331
1738543758.7366667,1210.0296831435828,-498.2082320729671
1738543758.77,1210.5697408486426,-498.0628541122693
1738543758.8033333,1211.121742214205,-497.90436141482826
1738543758.8366666,1211.6606764531293,-497.7272229526069
1738543758.8700001,1212.1617044178777,-497.52538049976374
1738543758.9033334,1212.6026082276383,-497.2912734169856
1738543758.9366667,1212.9655802266416,-497.01624009002745
1738543758.97,1213.2383929034727,-496.6926306914519
1738543759.0033333,1213.4145258236645,-496.3164106697688
1738543759.0366666,1213.492090294838,-495.88862010132095
1738543759.07,1213.4729382590076,-495.41500899952047
1738543759.1033335,1213.362966626915,-494.9046247787421
1738543759.1366668,1213.1725149697186,-494.36844019797604
1738543759.17,1212.915929523896,-493.8185545462739
1738543759.2033334,1212.610639806299,-493.26790167040537
1738543759.2366667,1212.2756292181443,-492.7299381793707
1738543759.27,1211.9293586174563,-492.2181038506332
1738543759.3033333,1211.366302195758,-491.2100625500167
1738543759.3366666,1210.8032457740594,-490.2020212494001
1738543759.3700001,1210.240189352361,-489.1939799487836
1738543759.4033334,1209.6771329306625,-488.18593864816705
1738543759.4366667,1209.1140765089642,-487.17789734755047
1738543759.47,1208.5510200872657,-486.16985604693394
1738543759.5033333,1207.9879636655673,-485.1618147463174
1738543759.5366666,1207.4249072438688,-484.1537734457009
1738543759.57,1206.8618508221705,-483.1457321450843
1738543759.6033335,1206.298794400472,-482.1376908444678
1738543759.6366668,1205.7357379787736,-481.12964954385126
1738543759.67,1205.172681557075,-480.1216082432347
1738543759.7033334,1204.6096251353767,-479.11356694261815
1738543759.7366667,1202.3709030504313,-477.7064956426169
1738543759.77,1200.2075704820857,-476.27474717890794
1738543759.8033333,1198.1746628898024,-474.8283356234343
1738543759.8366666,1196.310210596718,-473.3756853037792
1738543759.8700001,1194.6341372351017,-471.92333493002826
1738543759.9033334,1193.154351166028,-470.47844692951617
1738543759.9366667,1191.872206311495,-469.0527340593579
1738543759.97,1190.7844746844114,-467.6648112646085
1738543760.0033333,1189.8826496767254,-466.33893430399684
1738543760.0366666,1189.151600403203,-465.1012797188327
1738543760.07,1189.2387003024023,-464.6072097891245
1738543760.1033335,1189.3258002016014,-464.1131398594164
1738543760.1366668,1189.4129001008007,-463.6190699297082
1738543760.17,1189.5,-463.125
1738543760.2033334,1193.25,-460.5
1738543760.2366667,1197.0,-459.75
1738543760.27,1195.5,-459.75
1738543760.3033333,1195.8870967741937,-460.2943548387097
1738543760.3366666,1196.274193548387,-460.83870967741933
1738543760.3700001,1196.6612903225807,-461.383064516129
1738543760.4033334,1197.0483870967741,-461.9274193548387
1738543760.4366667,1197.4354838709678,-462.4717741935484
1738543760.47,1197.8225806451612,-463.01612903225805
1738543760.5033333,1198.2096774193549,-463.56048387096774
1738543760.5366666,1198.5967741935483,-464.10483870967744
1738543760.57,1198.983870967742,-464.6491935483871
1738543760.6033335,1199.3709677419354,-465.19354838709677
1738543760.6366668,1199.758064516129,-465.73790322580646
1738543760.67,1200.1451612903227,-466.2822580645161
1738543760.7033334,1200.532258064516,-466.8266129032258
1738543760.7366667,1200.9193548387098,-467.3709677419355
1738543760.77,1201.3064516129032,-467.9153225806452
1738543760.8033333,1201.6935483870968,-468.4596774193548
1738543760.8366666,1202.0806451612902,-469.0040322580645
1738543760.8700001,1202.467741935484,-469.5483870967742
1738543760.9033334,1202.8548387096773,-470.09274193548384
1738543760.9366667,1203.241935483871,-470.63709677419354
1738543760.97,1203.6290322580646,-471.18145161290323
1738543761.0033333,1204.016129032258,-471.7258064516129
1738543761.0366666,1204.4032258064517,-472.27016129032256
1738543761.07,1204.7903225806451,-472.81451612903226
1738543761.1033335,1205.1774193548388,-473.35887096774195
1738543761.1366668,1205.5645161290322,-473.9032258064516
1738543761.17,1205.9516129032259,-474.4475806451613
1738543761.2033334,1206.3387096774193,-474.991935483871
1738543761.2366667,1206.725806451613,-475.53629032258067
1738543761.27,1207.1129032258063,-476.0806451612903
1738543761.3033333,1207.5,-476.625
1738543761.3366666,1207.5,-475.875
